google_name,google_latitude,google_longitude,google_maps_url,google_address,google_place_id,google_cid
NÚT GIAO IC19 - CỐC SAN,22.474232,103.966464,https://www.google.com/maps/place/N%C3%9AT+GIAO+IC19+-+C%E1%BB%90C+SAN/data=!4m7!3m6!1s0x36cd150006139909:0x99a8f15b91c6644a!8m2!3d22.4742319!4d103.9664639!16s%2Fg%2F11mzf8vj8k!19sChIJCZkTBgAVzTYRSmTGkVvxqJk?authuser=0&hl=vi&rclk=1,"FXF8+MHW NÚT GIAO IC19 - CỐC SAN, QL4D, Cốc San, Lào Cai, Việt Nam",ChIJCZkTBgAVzTYRSmTGkVvxqJk,11072365059480380490
Trạm Thu phí Cầu Móng Sến,22.416854,103.907146,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+M%C3%B3ng+S%E1%BA%BFn/data=!4m7!3m6!1s0x36cd6b8affd9ab45:0x1b43a1aa9b0c714b!8m2!3d22.4168543!4d103.9071458!16s%2Fg%2F11vb6d6hnt!19sChIJRavZ_4przTYRS3EMm6qhQxs?authuser=0&hl=vi&rclk=1,"CW84+PVR Trạm Thu phí Cầu Móng Sến, Tả Phìn, Lào Cai, Việt Nam",ChIJRavZ_4przTYRS3EMm6qhQxs,1964591616581464395
Trạm Thu phí Km 237 Cao tốc Hà Nội - Lào Cai,22.365139,104.080823,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+237+Cao+t%E1%BB%91c+H%C3%A0+N%E1%BB%99i+-+L%C3%A0o+Cai/data=!4m7!3m6!1s0x36cd3d002fa3c759:0x680d5c72b3e3213a!8m2!3d22.3651385!4d104.0808228!16s%2Fg%2F11x32wb3mq!19sChIJWcejLwA9zTYROiHjs3JcDWg?authuser=0&hl=vi&rclk=1,"938J+38 Trạm Thu phí Km 237 Cao tốc Hà Nội - Lào Cai, Gia Phú, Lào Cai, Việt Nam",ChIJWcejLwA9zTYROiHjs3JcDWg,7497750602355777850
Trạm Thu phí Km 237 Cao tốc Hà Nội - Lào Cai,22.362387,104.083404,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+237+Cao+t%E1%BB%91c+H%C3%A0+N%E1%BB%99i+-+L%C3%A0o+Cai/data=!4m7!3m6!1s0x36cd3d440e2f0563:0x2e5a7e4b7134fe06!8m2!3d22.3623871!4d104.0834038!16s%2Fg%2F11c1q91g1w!19sChIJYwUvDkQ9zTYRBv40cUt-Wi4?authuser=0&hl=vi&rclk=1,"936M+X92 Trạm Thu phí Km 237 Cao tốc Hà Nội - Lào Cai, CT05, Gia Phú, Lào Cai, Việt Nam",ChIJYwUvDkQ9zTYRBv40cUt-Wi4,3340120936135589382
Trạm thu phí Xuân Giao (IC18),22.343404,104.106081,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Xu%C3%A2n+Giao+%28IC18%29/data=!4m7!3m6!1s0x36cd230ee6f180d5:0xe01bb3468f93d6f!8m2!3d22.3434041!4d104.1060812!16s%2Fg%2F11h0463sz8!19sChIJ1YDx5g4jzTYRbz35aDS7AQ4?authuser=0&hl=vi&rclk=1,"84V4+9C8 Trạm thu phí Xuân Giao (IC18), Gia Phú, Lào Cai, Việt Nam",ChIJ1YDx5g4jzTYRbz35aDS7AQ4,1009293625281559919
Trạm Thu phí Phố Lu (IC17),22.315763,104.178686,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ph%E1%BB%91+Lu+%28IC17%29/data=!4m7!3m6!1s0x36cd2300273ca275:0xded8d363c092fc2d!8m2!3d22.3157627!4d104.1786865!16s%2Fg%2F11m5s57jvw!19sChIJdaI8JwAjzTYRLfySwGPT2N4?authuser=0&hl=vi&rclk=1,"857H+HVW Trạm Thu phí Phố Lu (IC17), Bảo Thắng, Lào Cai, Việt Nam",ChIJdaI8JwAjzTYRLfySwGPT2N4,16057816896775584813
Trạm thu phí IC16,22.152107,104.343461,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+IC16/data=!4m7!3m6!1s0x36ccd771f7296d21:0xdf027e59bfc31134!8m2!3d22.1521066!4d104.3434613!16s%2Fg%2F11b8tc_2yl!19sChIJIW0p93HXzDYRNBHDv1l-At8?authuser=0&hl=vi&rclk=1,"Bảo Hà, Lào Cai, Việt Nam",ChIJIW0p93HXzDYRNBHDv1l-At8,16069545344345772340
Trạm thu phí IC14,21.878211,104.675454,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+IC14/data=!4m7!3m6!1s0x31334a13efba2a81:0x5d34e739c57bb491!8m2!3d21.8782112!4d104.6754538!16s%2Fg%2F11cknf2111!19sChIJgSq67xNKMzERkbR7xTnnNF0?authuser=0&hl=vi&rclk=1,"Mậu A, Lào Cai, Việt Nam",ChIJgSq67xNKMzERkbR7xTnnNF0,6716247179628622993
Trạm Thu phí IC13,21.698947,104.841234,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+IC13/data=!4m7!3m6!1s0x3133450031ba0ad3:0xf1603b3f9a1c02c!8m2!3d21.6989468!4d104.8412338!16s%2Fg%2F11wj3btk9_!19sChIJ0wq6MQBFMzERLMCh-bMDFg8?authuser=0&hl=vi&rclk=1,"Bến Xe Khách Nước Mát, QL37, Âu Lâu, Lào Cai, Việt Nam",ChIJ0wq6MQBFMzERLMCh-bMDFg8,1087060431578710060
Trạm Thu phí Yên Bái (IC12),21.648031,104.891031,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Y%C3%AAn+B%C3%A1i+%28IC12%29/data=!4m7!3m6!1s0x31335dea0b5533f3:0xc02b1754ff6dc0e!8m2!3d21.6480308!4d104.8910315!16s%2Fg%2F11gmdy7sfx!19sChIJ8zNVC-pdMzERDtz2T3WxAgw?authuser=0&hl=vi&rclk=1,"JVXR+6C7 Trạm Thu phí Yên Bái (IC12), Âu Cơ, Âu Lâu, Lào Cai, Việt Nam",ChIJ8zNVC-pdMzERDtz2T3WxAgw,865449195819424782
Trạm Thu phí Hạ Hoà (IC11),21.533157,104.972637,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%E1%BA%A1+Ho%C3%A0+%28IC11%29/data=!4m7!3m6!1s0x313361319417e5b3:0xad7ed9c1bf8e091e!8m2!3d21.5331573!4d104.9726372!16s%2Fg%2F11h1zdj_79!19sChIJs-UXlDFhMzERHgmOv8HZfq0?authuser=0&hl=vi&rclk=1,"GXMF+736 Trạm Thu phí Hạ Hoà (IC11), Văn Lang, Phú Thọ, Việt Nam",ChIJs-UXlDFhMzERHgmOv8HZfq0,12501669041792747806
Trạm Thu phí Sai Nga (IC10),21.438924,105.123438,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Sai+Nga+%28IC10%29/data=!4m7!3m6!1s0x31349d0068875955:0xf14f2f1e3534467c!8m2!3d21.4389244!4d105.1234384!16s%2Fg%2F11m5qhw8k_!19sChIJVVmHaACdNDERfEY0NR4vT_E?authuser=0&hl=vi&rclk=1,"C4QF+H9 Trạm Thu phí Sai Nga (IC10), Cẩm Khê, Phú Thọ, Việt Nam",ChIJVVmHaACdNDERfEY0NR4vT_E,17388168493088917116
Trạm Thu phí Phú Thọ (IC9),21.423543,105.230986,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+phi%CC%81+Ph%C3%BA+Th%E1%BB%8D+%28IC9%29/data=!4m7!3m6!1s0x313490a531bdc483:0x20fa103dfd11d241!8m2!3d21.4235429!4d105.2309862!16s%2Fg%2F11cn3rp_5d!19sChIJg8S9MaWQNDERQdIR_T0Q-iA?authuser=0&hl=vi&rclk=1,"C6FJ+C99 Trạm Thu phí Phú Thọ (IC9), Nút giao IC9, Phú Thọ, Việt Nam",ChIJg8S9MaWQNDERQdIR_T0Q-iA,2376229611816211009
Trạm Thu phí Phù Ninh (IC8),21.390527,105.330033,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ph%C3%B9+Ninh+%28IC8%29/data=!4m7!3m6!1s0x313493cf256343eb:0xb3e9e9b6b4a4517f!8m2!3d21.3905272!4d105.3300325!16s%2Fg%2F11ckkwq3tv!19sChIJ60NjJc-TNDERf1GktLbp6bM?authuser=0&hl=vi&rclk=1,"98RJ+627 Trạm Thu phí Phù Ninh (IC8), Phù Ninh, Phú Thọ, Việt Nam",ChIJ60NjJc-TNDERf1GktLbp6bM,12964149973286670719
Trạm Thu phí Việt Trì (IC7),21.365264,105.380222,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Vi%E1%BB%87t+Tr%C3%AC+%28IC7%29/data=!4m7!3m6!1s0x313493005a15cdd7:0x1e1a2a2280e3b34c!8m2!3d21.3652644!4d105.3802223!16s%2Fg%2F11ldjxrz9p!19sChIJ180VWgCTNDERTLPjgCIqGh4?authuser=0&hl=vi&rclk=1,"Trạm thu phí IC7 - TP Việt Trì, CT05, Vân Phú, Phú Thọ, Việt Nam",ChIJ180VWgCTNDERTLPjgCIqGh4,2169092498211976012
Trạm Thu phí Cầu Văn Lang,21.285532,105.404046,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+V%C4%83n+Lang/data=!4m7!3m6!1s0x31348d76680dd1b1:0x7c8d79fa31cadab1!8m2!3d21.2855318!4d105.4040457!16s%2Fg%2F11gmcc9sjt!19sChIJsdENaHaNNDERsdrKMfp5jXw?authuser=0&hl=vi&rclk=1,"Km7+180 đường Phú Hà (đường dẫn cầu Văn Lang, Cổ Đô, Hà Nội, Việt Nam",ChIJsdENaHaNNDERsdrKMfp5jXw,8974963747903429297
Trạm Thu phí Cầu Hạc Trì,21.294515,105.449386,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+H%E1%BA%A1c+Tr%C3%AC/data=!4m7!3m6!1s0x3134f3fb132c71c3:0x1919de4d7243a0bd!8m2!3d21.2945151!4d105.4493861!16s%2Fg%2F11p01q3gyj!19sChIJw3EsE_vzNDERvaBDck3eGRk?authuser=0&hl=vi&rclk=1,"Trạm thu phí cầu Hạc Trì, Thanh Miếu, Phú Thọ, Việt Nam",ChIJw3EsE_vzNDERvaBDck3eGRk,1808721149576847549
Trạm Thu phí Văn Quán (IC6),21.355073,105.463963,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+V%C4%83n+Qu%C3%A1n+%28IC6%29/data=!4m7!3m6!1s0x3134ed67f3d8d5dd:0x2fbbb14c436d176d!8m2!3d21.3550726!4d105.4639626!16s%2Fg%2F11h1kcs730!19sChIJ3dXY82ftNDERbRdtQ0yxuy8?authuser=0&hl=vi&rclk=1,"9F47+2HG Trạm Thu phí Văn Quán (IC6), Unnamed Road, Sơn Đông, Phú Thọ, Việt Nam",ChIJ3dXY82ftNDERbRdtQ0yxuy8,3439537681534359405
Trạm Thu phí Tam Đảo (IC4),21.357265,105.606161,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Tam+%C4%90%E1%BA%A3o+%28IC4%29/data=!4m7!3m6!1s0x3134e5d845e54b05:0x4d6a5efd0f08744a!8m2!3d21.357265!4d105.6061607!16s%2Fg%2F11v0gyr70g!19sChIJBUvlRdjlNDERSnQID_1eak0?authuser=0&hl=vi&rclk=1,"9J44+WF3 Trạm Thu phí Tam Đảo (IC4), Tam Dương, Phú Thọ, Việt Nam",ChIJBUvlRdjlNDERSnQID_1eak0,5578375529423729738
Trạm Thu phí Bình Xuyên (IC3),21.279366,105.669267,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%C3%ACnh+Xuy%C3%AAn+%28IC3%29/data=!4m7!3m6!1s0x3134fb6a0c83b383:0xc2ba03e72ec57442!8m2!3d21.2793664!4d105.6692667!16s%2Fg%2F11f3nlvw3k!19sChIJg7ODDGr7NDERQnTFLucDusI?authuser=0&hl=vi&rclk=1,"7MH9+PPR Trạm Thu phí Bình Xuyên (IC3), Bình Nguyên, Phú Thọ, Việt Nam",ChIJg7ODDGr7NDERQnTFLucDusI,14031531880483222594
Trạm Thu phí Km 6 Cao tốc Hà Nội - Lào Cai,21.252714,105.739648,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+6+Cao+t%E1%BB%91c+H%C3%A0+N%E1%BB%99i+-+L%C3%A0o+Cai/data=!4m7!3m6!1s0x3134fd8b351ed795:0x637cd3668cdd4fbb!8m2!3d21.2527144!4d105.7396484!16s%2Fg%2F11h7t2ytcy!19sChIJldceNYv9NDERu0_djGbTfGM?authuser=0&hl=vi&rclk=1,"Trạm thu phí Cao tốc Nội Bài - Lào Cai, ĐCT05, Kim Anh, Hà Nội, Việt Nam",ChIJldceNYv9NDERu0_djGbTfGM,7168837144270426043
Trạm Thu phí Bắc Thăng Long - Nội Bài,21.203178,105.779530,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+Th%C4%83ng+Long+-+N%E1%BB%99i+B%C3%A0i/data=!4m7!3m6!1s0x3134fd51f7b40205:0x440a3d15bb1842f3!8m2!3d21.2031777!4d105.7795302!16s%2Fg%2F11h40yh90n!19sChIJBQK091H9NDER80IYuxU9CkQ?authuser=0&hl=vi&rclk=1,"6Q3H+7RC Trạm Thu phí Bắc Thăng Long - Nội Bài, Đ. Võ Văn Kiệt, Nội Bài, Hà Nội, Việt Nam",ChIJBQK091H9NDER80IYuxU9CkQ,4902798307888743155
Trạm phát vé lối vào ga nội địa sân bay Nội Bài,21.213758,105.801742,https://www.google.com/maps/place/Tr%E1%BA%A1m+ph%C3%A1t+v%C3%A9+l%E1%BB%91i+v%C3%A0o+ga+n%E1%BB%99i+%C4%91%E1%BB%8Ba+s%C3%A2n+bay+N%E1%BB%99i+B%C3%A0i/data=!4m7!3m6!1s0x3135030ca7ade6c9:0x728a36e6b0ce88b1!8m2!3d21.2137584!4d105.8017419!16s%2Fg%2F11fss0l7gz!19sChIJyeatpwwDNTERsYjOsOY2inI?authuser=0&hl=vi&rclk=1,"6R72+GM5 Trạm phát vé lối vào ga nội địa sân bay Nội Bài, Nội Bài, Hà Nội, Việt Nam",ChIJyeatpwwDNTERsYjOsOY2inI,8253469631546558641
Trạm thu phí cầu treo Huống,21.583927,105.865876,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+c%E1%BA%A7u+treo+Hu%E1%BB%91ng/data=!4m7!3m6!1s0x313526a2eaf86d21:0xe9646666ffc44f76!8m2!3d21.5839275!4d105.8658765!16s%2Fg%2F12hkj7tnp!19sChIJIW346qImNTERdk_E_2ZmZOk?authuser=0&hl=vi&rclk=1,"Linh Sơn, Thái Nguyên, Việt Nam",ChIJIW346qImNTERdk_E_2ZmZOk,16817679501072027510
Trạm Thu phí Thái Nguyên - Chợ Mới,21.644094,105.785999,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Th%C3%A1i+Nguy%C3%AAn+-+Ch%E1%BB%A3+M%E1%BB%9Bi/data=!4m7!3m6!1s0x3135273f0771d727:0x210d570178faf1cb!8m2!3d21.6440945!4d105.7859992!16s%2Fg%2F11gh9nqsfy!19sChIJJ9dxBz8nNTERy_H6eAFXDSE?authuser=0&hl=vi&rclk=1,"JQVP+J9Q Trạm Thu phí Thái Nguyên - Chợ Mới, Quan Triều, Thái Nguyên, Việt Nam",ChIJJ9dxBz8nNTERy_H6eAFXDSE,2381655441785156043
Trạm thu phí Quốc Lộ,21.457198,106.295906,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Qu%E1%BB%91c+L%E1%BB%99/data=!4m7!3m6!1s0x3135425925c13f9f:0x87fe1c7924fcdae2!8m2!3d21.4571976!4d106.2959057!16s%2Fg%2F12hvwf5c1!19sChIJnz_BJVlCNTER4tr8JHkc_oc?authuser=0&hl=vi&rclk=1,"Tuấn Sơn, Lạng Sơn, Việt Nam",ChIJnz_BJVlCNTER4tr8JHkc_oc,9799301145841949410
Trạm Thu phí Quốc lộ 37,21.389036,106.302295,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+37/data=!4m7!3m6!1s0x31356921f21dcf31:0x46576420ad7fe478!8m2!3d21.3890365!4d106.3022951!16s%2Fg%2F11ft1v960g!19sChIJMc8d8iFpNTEReOR_rSBkV0Y?authuser=0&hl=vi&rclk=1,"98Q2+JW7 Trạm Thu phí Quốc lộ 37, Kép, Bắc Ninh, Việt Nam",ChIJMc8d8iFpNTEReOR_rSBkV0Y,5068629997141353592
Trạm Thu Phí Thị Trấn Vôi,21.339235,106.270349,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Th%E1%BB%8B+Tr%E1%BA%A5n+V%C3%B4i/data=!4m7!3m6!1s0x31356f0010a1b3a1:0x7bd612e0359b3d0e!8m2!3d21.339235!4d106.2703493!16s%2Fg%2F11x6fd6c1t!19sChIJobOhEABvNTERDj2bNeAS1ns?authuser=0&hl=vi&rclk=1,"87PC+R4 Trạm Thu Phí Thị Trấn Vôi, Lạng Giang, Bắc Ninh, Việt Nam",ChIJobOhEABvNTERDj2bNeAS1ns,8923340465862556942
Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn,21.315908,106.258880,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+104+Cao+t%E1%BB%91c+B%E1%BA%AFc+Giang+-+L%E1%BA%A1ng+S%C6%A1n/data=!4m7!3m6!1s0x31356fbf1b2b51cf:0x1aa4222cc58fd58f!8m2!3d21.3159083!4d106.2588803!16s%2Fg%2F11j92yjk63!19sChIJz1ErG79vNTERj9WPxSwipBo?authuser=0&hl=vi&rclk=1,"8785+9H6 Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn, Lạng Giang, Bắc Ninh, Việt Nam",ChIJz1ErG79vNTERj9WPxSwipBo,1919696916855117199
Trạm Thu phí Phả Lại,21.116648,106.276521,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ph%E1%BA%A3+L%E1%BA%A1i/data=!4m7!3m6!1s0x313577ca407fbdf9:0xd1e99dd9d6e61ae6!8m2!3d21.116648!4d106.2765208!16s%2Fg%2F11h6nswrsr!19sChIJ-b1_QMp3NTER5hrm1tmd6dE?authuser=0&hl=vi&rclk=1,"478G+MJ2 Trạm Thu phí Phả Lại, Phù Lãng, Bắc Ninh, Việt Nam",ChIJ-b1_QMp3NTER5hrm1tmd6dE,15125794382439389926
Trạm Thu phí Cầu Hồ,21.080139,106.092165,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+H%E1%BB%93/data=!4m7!3m6!1s0x31350a743345856d:0xc86375b32c403a72!8m2!3d21.0801386!4d106.0921654!16s%2Fg%2F11gh03_18k!19sChIJbYVFM3QKNTERcjpALLN1Y8g?authuser=0&hl=vi&rclk=1,"33JR+3V3 Trạm Thu phí Cầu Hồ, QL38, Tân Chi, Bắc Ninh, Việt Nam",ChIJbYVFM3QKNTERcjpALLN1Y8g,14439514242681944690
Trạm thu phí QL1A,21.094946,105.964594,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+QL1A/data=!4m7!3m6!1s0x313507fea9bed36f:0x2be5135fb83e8169!8m2!3d21.0949457!4d105.9645939!16s%2Fg%2F11cn8wftm0!19sChIJb9O-qf4HNTERaYE-uF8T5Ss?authuser=0&hl=vi&rclk=1,"AH1, Từ Sơn, Bắc Ninh, Việt Nam",ChIJb9O-qf4HNTERaYE-uF8T5Ss,3162955615131566441
Trạm Thu phí Hà Nội - Bắc Giang,21.090344,105.960513,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+N%E1%BB%99i+-+B%E1%BA%AFc+Giang/data=!4m7!3m6!1s0x313507f8f0c615c7:0xf85cec9539900094!8m2!3d21.0903439!4d105.9605126!16s%2Fg%2F11cs0bb15g!19sChIJxxXG8PgHNTERlACQOZXsXPg?authuser=0&hl=vi&rclk=1,"3XR6+46J Trạm Thu phí Hà Nội - Bắc Giang, AH1, Từ Sơn, Bắc Ninh, Việt Nam",ChIJxxXG8PgHNTERlACQOZXsXPg,17896439144923529364
Trạm Thu phí Số 1 - Quốc lộ 5,20.949337,106.012557,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%E1%BB%91+1+-+Qu%E1%BB%91c+l%E1%BB%99+5/data=!4m7!3m6!1s0x3135a5611a298687:0x7923b12f71f9f315!8m2!3d20.9493367!4d106.0125573!16s%2Fg%2F11mprbskjr!19sChIJh4YpGmGlNTERFfP5cS-xI3k?authuser=0&hl=vi&rclk=1,"W2X7+P2M Trạm Thu phí Số 1 - Quốc lộ 5, QL5, Như Quỳnh, Hưng Yên, Việt Nam",ChIJh4YpGmGlNTERFfP5cS-xI3k,8729015320107938581
Trạm thu phí Văn Giang,20.932007,105.971640,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+V%C4%83n+Giang/data=!4m7!3m6!1s0x3135a5618b36f0ef:0x70dbf1c330438cfc!8m2!3d20.9320073!4d105.9716402!16s%2Fg%2F11b8tfmt62!19sChIJ7_A2i2GlNTER_IxDMMPx23A?authuser=0&hl=vi&rclk=1,"CT04, Văn Giang, Hưng Yên, Việt Nam",ChIJ7_A2i2GlNTER_IxDMMPx23A,8132359372778212604
Trạm Thu phí Cao tốc Hà Nội - Hải Phòng,20.931708,105.971447,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cao+t%E1%BB%91c+H%C3%A0+N%E1%BB%99i+-+H%E1%BA%A3i+Ph%C3%B2ng/data=!4m7!3m6!1s0x3135a591393b020b:0xa5e774b6425e1310!8m2!3d20.931708!4d105.9714466!16s%2Fg%2F11jr_nt1c9!19sChIJCwI7OZGlNTEREBNeQrZ056U?authuser=0&hl=vi&rclk=1,"WXJC+MHP Trạm Thu phí Cao tốc Hà Nội - Hải Phòng, CT04, Văn Giang, Hưng Yên, Việt Nam",ChIJCwI7OZGlNTEREBNeQrZ056U,11954652062024602384
Trạm Thu phí Yên Mỹ,20.850209,106.027549,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Y%C3%AAn+M%E1%BB%B9/data=!4m7!3m6!1s0x3135bba80cd543cb:0xfdefe4b416aeb45e!8m2!3d20.8502087!4d106.0275494!16s%2Fg%2F11dztry1tj!19sChIJy0PVDKi7NTERXrSuFrTk7_0?authuser=0&hl=vi&rclk=1,"V22H+32M Trạm Thu phí Yên Mỹ, Nút Giao Yên Mỹ, Yên Mỹ, Hưng Yên, Việt Nam",ChIJy0PVDKi7NTERXrSuFrTk7_0,18298095273155408990
Trạm Thu phí Tân Phúc - Bãi Sậy,20.854806,106.120790,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C3%A2n+Ph%C3%BAc+-+B%C3%A3i+S%E1%BA%ADy/data=!4m7!3m6!1s0x3135bd0067d67fa1:0xa45ebf26e1c4c9de!8m2!3d20.8548062!4d106.1207903!16s%2Fg%2F11x31yb5wy!19sChIJoX_WZwC9NTER3snE4Sa_XqQ?authuser=0&hl=vi&rclk=1,"V439+JWF Trạm Thu phí Tân Phúc - Bãi Sậy, Đỗ Mỹ, Phạm Ngũ Lão, Hưng Yên, Việt Nam",ChIJoX_WZwC9NTER3snE4Sa_XqQ,11844114243748415966
Trạm Thu phí Bình Giang,20.850998,106.202547,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%C3%ACnh+Giang/data=!4m7!3m6!1s0x313597001a8c5709:0xb7c1c9956ea6013d!8m2!3d20.8509984!4d106.2025468!16s%2Fg%2F11vpy_57c8!19sChIJCVeMGgCXNTERPQGmbpXJwbc?authuser=0&hl=vi&rclk=1,"V622+GR Trạm Thu phí Bình Giang, Nguyễn Lương Bằng, Hải Phòng, Việt Nam",ChIJCVeMGgCXNTERPQGmbpXJwbc,13241086023089652029
Trạm Thu phí Gia Lộc,20.856773,106.294329,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Gia+L%E1%BB%99c/data=!4m7!3m6!1s0x313591004ffce409:0x74cafd292b17c480!8m2!3d20.8567735!4d106.2943291!16s%2Fg%2F11x31y8p8c!19sChIJCeT8TwCRNTERgMQXKyn9ynQ?authuser=0&hl=vi&rclk=1,"V74V+PP4 Trạm Thu phí Gia Lộc, Gia Phúc, Hải Phòng, Việt Nam",ChIJCeT8TwCRNTERgMQXKyn9ynQ,8415817206953657472
Trạm Thu phí Quốc lộ 17B,20.964796,106.519163,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+17B/data=!4m7!3m6!1s0x313580bd850df097:0x301fe632558d0a1d!8m2!3d20.9647965!4d106.5191627!16s%2Fg%2F11b682ndvk!19sChIJl_ANhb2ANTERHQqNVTLmHzA?authuser=0&hl=vi&rclk=1,"XG79+WM7 Trạm Thu phí Quốc lộ 17B, ĐT388, Phú Thái, Hải Phòng, Việt Nam",ChIJl_ANhb2ANTERHQqNVTLmHzA,3467743341956631069
Trạm Thu phí Số 2 - Quốc lộ 5,20.908570,106.572634,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%E1%BB%91+2+-+Qu%E1%BB%91c+l%E1%BB%99+5/data=!4m7!3m6!1s0x314a78e66e0cd1e1:0x7e47aa60a24902c!8m2!3d20.9085704!4d106.5726339!16s%2Fg%2F1hc4yhvrv!19sChIJ4dEMbuZ4SjERLJAkCqZ65Ac?authuser=0&hl=vi&rclk=1,"QL5 chợ Hỗ, Hồng An, Hải Phòng, Việt Nam",ChIJ4dEMbuZ4SjERLJAkCqZ65Ac,568714306508853292
Trạm Thu phí An Lão,20.799313,106.523135,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+An+L%C3%A3o/data=!4m7!3m6!1s0x313589d275758fb9:0x2f5b97a0b5805a38!8m2!3d20.7993129!4d106.5231346!16s%2Fg%2F11c2kk9mxd!19sChIJuY91ddKJNTEROFqAtaCXWy8?authuser=0&hl=vi&rclk=1,"QGXF+P7C Trạm Thu phí An Lão, An Quang, Hải Phòng, Việt Nam",ChIJuY91ddKJNTEROFqAtaCXWy8,3412487859158932024
Trạm Thu phí Tiên Cựu,20.776437,106.507622,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ti%C3%AAn+C%E1%BB%B1u/data=!4m7!3m6!1s0x31358996beaaaaab:0x6a486293c9c3760b!8m2!3d20.7764367!4d106.5076222!16s%2Fg%2F1tnkzw90!19sChIJq6qqvpaJNTERC3bDyZNiSGo?authuser=0&hl=vi&rclk=1,"QGG5+H2H Trạm Thu phí Tiên Cựu, QL10, Quyết Thắng, Hải Phòng, Việt Nam",ChIJq6qqvpaJNTERC3bDyZNiSGo,7658479553228273163
